CMPD_CHEMBLID,exp,smiles,,,,,,
CHEMBL112527,0.11,[O-][N+](=O)c1cc(C(=O)NCCN2CCOCC2)c(N3CC3)c(c1)[N+](=O)[O-],,,,,,
CHEMBL41528,1.24,COCCC1CN(NC1=O)c2ccc(Cl)cc2,,,,,,
CHEMBL34632,1.13,COC[C@H]1CN(C(=O)O1)c2ccc(CCO)cc2,,,,,,
CHEMBL296172,2.85,CN1CCC(=CC1)n2ncc3ccccc23,,,,,,
CHEMBL41107,0.955,COCCOCC1CN(NC1=O)c2ccccc2,,,,,,
CHEMBL419810,0.14,OC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2,,,,,,
CHEMBL280539,3.03,COC[C@H]1CN(C(=O)O1)c2ccc(OCCC(=C)C)cc2,,,,,,
CHEMBL286402,3.03,FC(F)(F)S(=O)(=O)Nc1ccccc1,,,,,,
CHEMBL161657,-0.29,OC(CBr)C(O)C(O)C(O)CBr,,,,,,
CHEMBL1321,0.06,CNNCc1ccc(cc1)C(=O)NC(C)C,,,,,,
CHEMBL134482,1.8,NCC(=O)N1C[C@@H](N)C[C@@H]1C(=O)N[C@H](CCc2ccccc2)C(=O)Nc3cnc4ccccc4c3,,,,,,
CHEMBL129059,2.11,Cc1cc(OCC\\C=N\\N=C(N)N)cc(OS(=O)(=O)c2ccccc2C#N)c1,,,,,,
CHEMBL12200,0.37,ClCCN(N=O)C(=O)NC1CCC(=O)NC1=O,,,,,,
CHEMBL335635,1.937,COc1ccc(s1)C2=NN(CCn3ccnc3)C(=O)c4ccccc24,,,,,,
CHEMBL513,1.54,ClCCNC(=O)N(CCCl)N=O,,,,,,
CHEMBL131897,1.993,O=C1N(CCn2ccnc2)N=C(c3cccs3)c4ccccc14,,,,,,
CHEMBL336187,1.995,CC(C)CC1=NN(CCn2ccnc2)C(=O)c3ccccc13,,,,,,
CHEMBL323777,-0.48,[O-][N+](=O)c1cc(c(cc1N2CC2)C(=O)NCCCCN3CCOCC3)[N+](=O)[O-],,,,,,
CHEMBL38724,4.1,CC(C)CC(=O)OCC1(CO)C\\C(=C\\CC(C(C)C)C(C)C)\\C(=O)O1,,,,,,
CHEMBL26468,2.17,CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cn1C,,,,,,
CHEMBL132050,0.66,O=C1N(CCn2ccnc2)N=C(c3ccncc3)c4ccccc14,,,,,,
CHEMBL321989,0.1158,Fc1ccc(cc1)S(=O)(=O)N2[C@@H]3COCOC[C@H]23,,,,,,
CHEMBL39488,4.1,CC(C)C\\C=C\\1/CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O,,,,,,
CHEMBL67158,5.44,CCCCCCCCCCNC(=O)NC1CCCCC1,,,,,,
CHEMBL112145,-1.04,OCC(O)CNC(=O)c1cc(N2CC2)c(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,
CHEMBL326338,-0.15,OCC(O)CNC(=O)c1cc(cc(c1N2CC2)[N+](=O)[O-])[N+](=O)[O-],,,,,,
CHEMBL42161,-0.37,COCC(O)Cn1ccnc1[N+](=O)[O-],,,,,,
CHEMBL264373,2.82,Cc1nc(N)nc(N)c1c2ccc(Cl)c(Cl)c2,,,,,,
CHEMBL33454,1.71,COC[C@H]1CN(C(=O)O1)c2ccc(OCC[C@@H](C)O)cc2,,,,,,
CHEMBL338444,2.34,Cc1cc(OCC\\C=N\\N=C(N)N)cc(OS(=O)(=O)c2ccccc2Cl)c1,,,,,,
CHEMBL337255,1.523,O=C1N(CCn2ccnc2)N=C(c3occc3)c4ccccc14,,,,,,
CHEMBL302070,0.82,CCCCCOC(=O)CCCNC(=O)NC1CCCCC1,,,,,,
CHEMBL109705,0.56,CC(=O)CCNC(=O)c1cc(N2CC2)c(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,
CHEMBL324161,0.59,NC(=O)c1cc(c(N2CC2)c(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,
CHEMBL288937,2.503,CCSC1CN(NC1=O)c2ccccc2,,,,,,
CHEMBL416578,2.48,COC[C@H]1CN(C(=O)O1)c2ccc(OCC[C@@H](O)C(F)(F)F)cc2,,,,,,
CHEMBL319867,0.992,CC(C)[C@@H]1OC[C@@H]2[C@H](CO1)N2S(=O)(=O)c3ccc(NC(=O)C)cc3,,,,,,
CHEMBL1016,0.32,CCOc1nc2cccc(C(=O)O)c2n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5,,,,,,
CHEMBL135825,2.3,N[C@@H]1CN[C@H](C1)C(=O)N[C@H](CCc2ccccc2)C(=O)Nc3cnc4ccccc4c3,,,,,,
CHEMBL335034,2.629,O=C1N(CCn2ccnc2)N=C(C3CCCC3)c4ccccc14,,,,,,
CHEMBL40482,3.9,CC(C)C(CC(=O)OC[C@H](CO)OC(=O)C=C(C)C)C(C)C,,,,,,
CHEMBL41520,1.049,COCCC1C(C)N(NC1=O)c2ccccc2,,,,,,
CHEMBL22065,-0.1,COC(C)(CO)C1CCC(=CC1)\\C=N\\O,,,,,,
CHEMBL299688,2.87,CCOC1N=C(c2ccccc2)c3cc(Cl)ccc3N(CCOC(=O)C)C1=O,,,,,,
CHEMBL21834,1.4,COC(C)C1CCC=C(C1)\\C=N\\O,,,,,,
CHEMBL11372,14.4,COC1=CCN(CC1)NC(=O)c2ccccc2,,,,,,
CHEMBL77427,-0.05,Nc1nc(F)c2ncn([C@H]3CC[C@@H](CO)O3)c2n1,,,,,,
CHEMBL18075,0.62,OCC1OC(CS1)N2C=CC(=NC2=O)\\N=C\\N3CCOCC3,,,,,,
CHEMBL323442,3.88,CCCCN1CC2CN(CCCC)CC(C1)C2(C)C,,,,,,
CHEMBL59869,2.48,CC(=O)OCCN1C(=O)C(OC(=O)C)N=C(c2ccccc2)c3cc(Cl)ccc13,,,,,,
CHEMBL276452,30.6,COCCCC1=CCN(CC1)NC(=O)c2ccccc2,,,,,,
CHEMBL10841,33.4,CC(=O)OCCCC1=CCN(CC1)NC(=O)c2ccccc2,,,,,,
CHEMBL277179,0.72,COCC(C)(OC)C1CCC(=CC1)\\C=N\\O,,,,,,
CHEMBL969,3.72,Clc1ccc2N(CC3CC3)C(=O)CN=C(c4ccccc4)c2c1,,,,,,
CHEMBL292297,2.76,CN1C(=O)CN=C(C2CCCC=C2)c3cc(Cl)ccc13,,,,,,
CHEMBL10789,18.5,FC1=CCCN(C1)NC(=O)c2ccccc2,,,,,,
CHEMBL308326,0.21,Nc1nc(Cl)c2ncn([C@H]3CC[C@@H](CO)O3)c2n1,,,,,,
CHEMBL14562,-0.37,Nc1nc(Cl)nc2c1ncn2C3CCC(CO)O3,,,,,,
CHEMBL57965,3.41,CCNC12CCCCC1CCc3ccccc23,,,,,,
CHEMBL303742,2.37,CNC12CC(O)CCC1CCc3ccccc23,,,,,,
CHEMBL71457,-0.89,CC1=C(O)C(=O)C=CN1CCCO,,,,,,
CHEMBL320592,6.65,CCC1(C)C2CN(CC3CCCCC3)CC1CN(CC4CCCCC4)C2,,,,,,
CHEMBL279526,1.1,COC(C)C1=CC=C(CC1)\\C=N\\O,,,,,,
CHEMBL135240,3.17,CCC(C)CNC1=NS(=O)(=O)c2sc(Cl)cc2N1,,,,,,
CHEMBL326972,4.88,CCCCCCN1CC2CN(C)CC(C1)C2(CC)CC,,,,,,
CHEMBL334268,3.13,CC1(C)C2CN(CCC=C)CC1CN(CCC=C)C2,,,,,,
CHEMBL152680,2.95,CCCOC1=C(Cl)C(=O)c2ccccc2C1=O,,,,,,
CHEMBL283107,1.4,COC(C)C1CCC(=CC1)\\C=N\\O,,,,,,
CHEMBL293036,0.72,OCCN1C(=O)C(O)N=C(c2ccccc2)c3cc(ccc13)[N+](=O)[O-],,,,,,
CHEMBL21836,1.1,COC(C)C1=CCC(=CC1)\\C=N\\O,,,,,,
CHEMBL294229,2.01,CC(=O)OC1N=C(c2ccccc2)c3cc(Cl)ccc3N(CCO)C1=O,,,,,,
CHEMBL275456,2.4,CC(=O)C1=CCN(CC1)NC(=O)c2ccccc2,,,,,,
CHEMBL275111,31.1,CC(=O)OCCCC1=CCCN(C1)NC(=O)c2ccccc2,,,,,,
CHEMBL38877,2.18,CCCN1C(=O)CCC(CC)(C1=O)c2ccncc2,,,,,,
CHEMBL277608,-0.59,Nc1nc(S)c2ncn(C3CCC(CO)O3)c2n1,,,,,,
CHEMBL3138016,3.5,C[C@]12C[C@H](F)[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,,,,,,
CHEMBL3350270,2.42,CC[C@H](C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1,,,,,,
CHEMBL112837,3.42,CCCCN1CC2CN(CCC=C)CC(C1)C2(C)C,,,,,,
CHEMBL321488,9.64,CCCCCCCCCCN1CC2CN(CCCCCCCCCC)CC(C1)C2(C)C,,,,,,
CHEMBL60665,1.46,[O-][N+]1=C(c2ccccc2)c3ccccc3NC(=O)C1,,,,,,
CHEMBL523,2.14,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,,,,,,
CHEMBL3137999,3.85,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C[C@@H]4CC[C@H]3[C@@H]1CC[C@@H]2O,,,,,,
CHEMBL356069,-0.134,CCC(O)C1=C(O)C(=O)C=C(C)N1C,,,,,,
CHEMBL430527,4.98,CCCCN1CC2CN(CC3CCCCC3)CC(C1)C2(C)C,,,,,,
CHEMBL59781,1.68,CCN(CC)CCN1C(=O)C(O)N=C(c2ccccc2F)c3cc(Cl)ccc13,,,,,,
CHEMBL305389,1.95,CNC(=O)N1C(=O)CN=C(c2ccccc2)c3cc(ccc13)[N+](=O)[O-],,,,,,
CHEMBL280705,1.1,COC(C)C1=CCC=C(C1)\\C=N\\O,,,,,,
CHEMBL39275,2.76,CCCCN1C(=O)CCC(CC)(C1=O)c2ccncc2,,,,,,
CHEMBL308282,0,OC[C@@H]1CC[C@@H](O1)n2cnc3c(F)ncnc23,,,,,,
CHEMBL304248,2.92,NC12CCCCC1CCc3ccccc23,,,,,,
CHEMBL40263,2.18,CC(C)CN1CCN(CC(C)C)C(C1)C2=NCCN2,,,,,,
CHEMBL290428,1.45,CC(=C)CN1CCN(CC(=C)C)C(C1)C2=NCCN2,,,,,,
CHEMBL290835,1.3,CC(C)CN1CCN(CC=C)CC1C2=NCCN2,,,,,,
CHEMBL278480,4.48,OCC1OC(CS1)N2C=CC(=NC2=O)\\N=C\\N(c3ccccc3)c4ccccc4,,,,,,
CHEMBL441023,-0.92,CC(O)(CO)C1CCC(=CC1)\\C=N\\O,,,,,,
CHEMBL28333,4.05,CN1CCN=C(c2ccccc2)c3cc(Cl)ccc13,,,,,,
CHEMBL289116,0.58,CCC1(CCC(=O)NC1=O)c2ccncc2,,,,,,
CHEMBL27769,3.9,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,,,,,,
CHEMBL41263,1.15,CC(C)N1CCN(C(C)C)C(C1)C2=NCCN2,,,,,,
CHEMBL144911,1.25,CC1=C(O)C(=O)C=CN1CCCOC(=O)c2ccccc2,,,,,,
CHEMBL968,2.35,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,,,,,,
CHEMBL268254,2.73,Clc1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,,,,,,
CHEMBL11413,4.4,OCC1=CCN(CC1)NC(=O)c2ccccc2,,,,,,
CHEMBL11035,2.8,CC(O)C1=CCCN(C1)NC(=O)c2ccccc2,,,,,,
CHEMBL60448,2.56,CNC12CCCCC1CCc3ccc(O)cc23,,,,,,
CHEMBL61865,2.41,CNC12CCCCC1CC(=O)c3ccccc23,,,,,,
CHEMBL2111887,2.57,CC[C@@H](C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1,,,,,,
CHEMBL61109,3.59,CC1CC2CCCCC2(N)c3ccccc13,,,,,,
CHEMBL59497,3.96,CNC12CC=CCC1CC(C)c3ccccc23,,,,,,
CHEMBL325558,7.61,CCCCC1(CCCC)C2CN(CC3CCCCC3)CC1CN(C2)C(C)C,,,,,,
CHEMBL63889,2.26,CCN(CC)CCN1C(=O)C(O)N=C(c2ccccc2Cl)c3cc(Cl)ccc13,,,,,,
CHEMBL291438,3.25,CNC12CCCCC1CCc3ccccc23,,,,,,
CHEMBL145597,1.16,CCC1=C(O)C(=O)C=CN1CCOC(=O)C(C)(C)C,,,,,,
CHEMBL22097,2.58,CN1C(=O)C(O)N=C(c2ccccc2Cl)c3cc(Cl)ccc13,,,,,,
CHEMBL970,3.73,FC(F)(F)CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,,,,,,
CHEMBL291770,2,CN1C(=O)C(O)N=C(c2ccccc2F)c3cc(Cl)ccc13,,,,,,
CHEMBL131971,1.84,CC(C)NC1=NS(=O)(=O)c2sc(Cl)cc2N1,,,,,,
CHEMBL853,-0.58,NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,,,,,,
CHEMBL113461,4.19,C(C1CC1)N2CC3CN(CC4CC4)CC(C2)C35CCCC5,,,,,,
CHEMBL109762,7.03,CCCCN1CC2CN(CCCC)CC(C1)C2(CCCC)CCCC,,,,,,
CHEMBL112902,5.32,CCCC1(CCC)C2CN(CCC=C)CC1CN(CC(C)C)C2,,,,,,
CHEMBL319421,2.69,OC1=C(C2CCCC2)C(=O)C(=O)c3ccccc13,,,,,,
CHEMBL60886,1.41,OC(=O)CCC(=O)OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,,,,,,
CHEMBL275755,15.3,OC(=O)CCC1=CCCN(C1)NC(=O)c2ccccc2,,,,,,
CHEMBL144836,-1.125,CC(O)C1=C(O)C(=O)C=CN1CCCO,,,,,,
CHEMBL326187,4.29,CC(C)CN1CC2CN(CC(C1)C23CCCCC3)C(C)C,,,,,,
CHEMBL114026,2.7,CC1(C)C2CN(CC=C)CC1CN(CC=C)C2,,,,,,
CHEMBL153133,1.42,CC(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O,,,,,,
CHEMBL106562,1.59,COC1=CC(=O)c2ccccc2C1=O,,,,,,
CHEMBL294636,2.5,CNC1C[N+](=C(c2ccccc2)c3cc(Cl)ccc3N1)[O-],,,,,,
CHEMBL16790,0.35,OCC1CCC(O1)n2cnc3c(Br)ncnc23,,,,,,
CHEMBL291342,3.88,CNC12CCCCC1CSc3ccccc23,,,,,,
CHEMBL302884,0.19,OC(=O)CCC(=O)OCCN1C(=O)C[N+](=C(c2ccccc2)c3cc(Cl)ccc13)[O-],,,,,,
CHEMBL974,2.15,Fc1ccccc1C2=NCC(=O)Nc3ccc(Cl)cc23,,,,,,
CHEMBL10828,5.5,COC(=O)CCC1=CCCN(C1)NC(=O)c2ccccc2,,,,,,
CHEMBL39152,2.94,CCCCCCC1(CCC(=O)NC1=O)c2ccncc2,,,,,,
CHEMBL308959,0.24,OC[C@@H]1CC[C@@H](O1)n2cnc3c(Cl)ncnc23,,,,,,
CHEMBL218490,2,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(=O)(=O)N,,,,,,
CHEMBL568,2.17,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,,,,,,
CHEMBL316384,3.55,C(CN1CCCCC1)Oc2ccc(cc2)c3cnc4c(c3)ncn4c5ccccc5,,,,,,
CHEMBL298110,1.735,NS(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](Cc3ccccc3)C(=O)O,,,,,,
CHEMBL59979,4.02,CNC12CCCCC1CCc3c(C)cc(OC)cc23,,,,,,
CHEMBL40232,2.21,CN1CCN(Cc2ccc(Cl)cc2Cl)C(C1)C3=NCCN3,,,,,,
CHEMBL144804,-0.575,CCN1C=CC(=O)C(=C1C(C)O)O,,,,,,
CHEMBL112822,3.7,CCCCN1CC2CN(CC(C)C)CC(C1)C2(C)C,,,,,,
CHEMBL109974,4.24,CCCCN1CC2CN(CCCC)CC(C1)C23CCC3,,,,,,
CHEMBL325383,5.47,CCCCCCN1CC2CN(CCCCCC)CC(C1)C23CCCC3,,,,,,
CHEMBL11214,8.1,COCCCC1=CCCN(C1)NC(=O)c2ccccc2,,,,,,
CHEMBL82433,2.25,O=C1C=C(C=CN1CCCN2CCCCC2)c3ccc4c(c3)ncn4c5ccccc5,,,,,,
CHEMBL141,0.06,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2,,,,,,
CHEMBL110006,4.37,CCCCN1CC2CN(CCCC)CC(C1)C2(C)CC,,,,,,
CHEMBL326339,3.53,CCCC1(C)C2CN(CC1CN(C2)C(C)C)C(C)C,,,,,,
CHEMBL300587,1.67,CCN(CC)CCN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,,,,,,
CHEMBL10818,8.9,COC(=O)CCC1=CCN(CC1)NC(=O)c2ccccc2,,,,,,
CHEMBL16907,0.53,OCC1CCC(O1)n2cnc3c(I)ncnc23,,,,,,
CHEMBL113803,3.18,CCCCCCN1CC2CC(CN(C)C2)C1,,,,,,
CHEMBL13209,2.12,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1,,,,,,
CHEMBL155563,4.04,ClC1=C(Nc2ccccc2)C(=O)c3ccccc3C1=O,,,,,,
CHEMBL152130,4.01,CC12CC3(C)CC(C)(C1)CC(N)(C3)C2,,,,,,
CHEMBL12,2.66,CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,,,,,,
CHEMBL273531,23.6,CC1=CCCN(C1)NC(=O)c2ccccc2,,,,,,
CHEMBL275594,1.13,CCCC1(CCC(=O)NC1=O)c2ccncc2,,,,,,
CHEMBL39781,1.64,CCN1C(=O)CCC(CC)(C1=O)c2ccncc2,,,,,,
CHEMBL112358,7.43,C(C1CCCCC1)N2CC3CN(CC4CCCCC4)CC(C2)C35CCCCC5,,,,,,
CHEMBL11085,5,CC1CC=CCN1NC(=O)c2ccccc2,,,,,,
CHEMBL288712,2.26,CCCCCC1(CCC(=O)NC1=O)c2ccncc2,,,,,,
CHEMBL83279,4.29,C(CN1CCCCC1)Oc2ccc(cc2)c3ccc4c(c3)ncn4c5ccccc5,,,,,,
CHEMBL18509,4.23,COc1ccc(cc1)N(\\C=N\\C2=NC(=O)N(C=C2)C3CSC(CO)O3)c4ccc(OC)cc4,,,,,,
CHEMBL59846,3.54,COc1cc(cc(OC)c1OC)C(=O)OC2N=C(c3ccccc3)c4cc(Cl)ccc4NC2=O,,,,,,
CHEMBL337419,5.2,Clc1ccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c(Cl)c1,,,,,,
CHEMBL61607,2,CNC12CCC(CN)CC1CCc3ccccc23,,,,,,
CHEMBL757,3.17,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,,,,,,
CHEMBL113417,2.48,CC(C)N1CC2CN(CC(C1)C2(C)C)C(C)C,,,,,,
CHEMBL341050,4.36,CCC12CC3CC(N)(CC(CC)(C3)C1)C2,,,,,,
CHEMBL13291,2.67,CN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,,,,,,
CHEMBL967,1.99,CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,,,,,,
CHEMBL10976,16.7,OCCCC1=CCN(CC1)NC(=O)c2ccccc2,,,,,,
CHEMBL59303,3.4,CC1CC2CC=CCC2(N)c3ccccc13,,,,,,
CHEMBL58020,1.84,CNC12CCCCC1CC(O)c3ccccc23,,,,,,
CHEMBL113622,1.61,CN1CC2CN(C)CC(C1)C2(C)C,,,,,,
CHEMBL302909,1.87,OCCCN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,,,,,,
CHEMBL580,2.38,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,,,,,,
CHEMBL11312,0.8,CC(=O)C1=CCCN(C1)NC(=O)c2ccccc2,,,,,,
CHEMBL61855,3.02,NC12CCCCC1CCc3sccc23,,,,,,
CHEMBL386630,3.45,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,,,,,,
CHEMBL133596,2.49,CCCNC1=NS(=O)(=O)c2sc(Cl)cc2N1,,,,,,
CHEMBL277762,3.84,OCC1CCC(O1)N2C=CC(=NC2=O)N(Cc3ccccc3)Cc4ccccc4,,,,,,
CHEMBL10918,1.1,CC(O)C1=CCN(CC1)NC(=O)c2ccccc2,,,,,,
CHEMBL131543,5,Clc1ccc(cc1)C(=O)NCC23CC4CC(CC(C4)C2)C3,,,,,,
CHEMBL51668,1.433,NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(cc2)S(=O)(=O)N)cc1,,,,,,
CHEMBL294607,2.75,NC12CC=CCC1CCc3ccccc23,,,,,,
CHEMBL166444,3.29,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,,,,,,
CHEMBL18076,5.45,Cc1ccc(cc1)N(\\C=N\\C2=NC(=O)N(C=C2)C3CSC(CO)O3)c4ccc(C)cc4,,,,,,
CHEMBL419033,4.49,C=CCCN1CC2CN(CCC=C)CC(C1)C23CCCCC3,,,,,,
CHEMBL274540,41.4,COC1=CCCN(C1)NC(=O)c2ccccc2,,,,,,
CHEMBL301044,3.75,CNC12CCCCC1CCc3ccc(OC)cc23,,,,,,
CHEMBL113354,3.85,CCCN1CC2CN(CCC)CC(C1)C2(CC)CC,,,,,,
CHEMBL350242,2.15,COC1=C(Cl)C(=O)c2ccccc2C1=O,,,,,,
CHEMBL346660,3.76,CCCC12CC3CC(CC(N)(C3)C1)C2,,,,,,
CHEMBL279290,-0.1,COCC(C)(O)C1CCC(=CC1)\\C=N\\O,,,,,,
CHEMBL291415,5.25,CCCC(CCC)C(=O)OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,,,,,,
CHEMBL11395,13.2,OCCCC1=CCCN(C1)NC(=O)c2ccccc2,,,,,,
CHEMBL17115,-0.66,OCC1CCC(O1)n2cnc3c(S)ncnc23,,,,,,
CHEMBL50128,1.893,NS(=O)(=O)c1cc(ccc1Cl)C(=O)Nc2nnc(s2)S(=O)(=O)N,,,,,,
CHEMBL292972,1.94,OCCN1C(=O)C(O)N=C(c2ccccc2Cl)c3cc(Cl)ccc13,,,,,,
CHEMBL428539,0.34,Nc1nc(Br)c2ncn(C3CCC(CO)O3)c2n1,,,,,,
CHEMBL60619,3.07,CNC12CC=CCC1CCc3ccccc23,,,,,,
CHEMBL318782,3.16,ClC1=C(Cl)C(=O)c2ccccc2C1=O,,,,,,
CHEMBL64846,2.4,CCOC1N=C(c2ccccc2)c3cc(Cl)ccc3N(CCO)C1=O,,,,,,
CHEMBL64677,1.36,OCCN1C(=O)C(O)N=C(c2ccccc2F)c3cc(Cl)ccc13,,,,,,
CHEMBL303575,3,CC(=O)OCCCN1C(=O)C(OC(=O)C)N=C(c2ccccc2)c3cc(Cl)ccc13,,,,,,
CHEMBL305574,1.35,OCCN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,,,,,,
CHEMBL3138005,3.1,C[C@]12C[C@H](F)[C@@H]3[C@H]4CCC(=O)C[C@@H]4CC[C@H]3[C@@H]1CC[C@@H]2O,,,,,,
CHEMBL307343,-0.66,CCC1=C(O)C(=O)C=CN1CCO,,,,,,
CHEMBL145201,-1.252,OCCCN1C=CC(=O)C(=C1CO)O,,,,,,
CHEMBL145676,-0.652,CCN1C(=CC(=O)C(=C1CO)O)C,,,,,,
CHEMBL145386,-0.606,CC(O)C1=C(O)C(=O)C=C(C)N1C,,,,,,
CHEMBL155564,2.61,CCOC1=C(Cl)C(=O)c2ccccc2C1=O,,,,,,
CHEMBL64755,1.48,OC1N=C(c2ccccc2F)c3cc(Cl)ccc3NC1=O,,,,,,
CHEMBL10979,10,OC(=O)CCC1=CCN(CC1)NC(=O)c2ccccc2,,,,,,
CHEMBL10917,14.9,O=C(NN1CCC=CC1=O)c2ccccc2,,,,,,
CHEMBL418174,0.52,Nc1nc(I)c2ncn(C3CCC(CO)O3)c2n1,,,,,,
CHEMBL51346,1.821,CC(C)C[C@H](NC(=O)c1ccc(cc1)S(=O)(=O)N)C(=O)NCC(=O)O,,,,,,
CHEMBL142807,0.749,OCC1=C(O)C(=O)C=CN1CCCOC(=O)c2ccccc2,,,,,,
CHEMBL418365,1.02,CN(C)\\C=N\\C1=NC(=O)N(C=C1)C2CSC(CO)O2,,,,,,
CHEMBL321592,8.26,CCCCCCN1CC2CN(CCCCCC)CC(C1)C2(CC)CCCC,,,,,,
CHEMBL156959,2.08,NC1=C(Cl)C(=O)c2ccccc2C1=O,,,,,,
CHEMBL304201,0.44,OCCN1C(=O)C[N+](=C(c2ccccc2)c3cc(Cl)ccc13)[O-],,,,,,
CHEMBL59688,3.95,CCOC1N=C(c2ccccc2)c3cc(Cl)ccc3N(CCCl)C1=O,,,,,,
CHEMBL452,2.41,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,,,,,,
CHEMBL268248,3.25,CN1C(=O)CN=C(c2ccccc2Cl)c3cc(Cl)ccc13,,,,,,
CHEMBL10840,15.7,CC1=CCN(CC1)NC(=O)c2ccccc2,,,,,,
CHEMBL11086,22.3,CC1=C(C)CN(CC1)NC(=O)c2ccccc2,,,,,,
CHEMBL276630,23.5,C=C1CN(CC=C1)NC(=O)c2ccccc2,,,,,,
CHEMBL49157,-0.46,Nc1nc(N)c2ncn([C@H]3CC[C@@H](CO)O3)c2n1,,,,,,
CHEMBL336619,4.5,Clc1ccccc1C(=O)NCC23CC4CC(CC(C4)C2)C3,,,,,,
CHEMBL60463,3.31,CNC12CCCCC1COc3ccccc23,,,,,,
CHEMBL43458,3.22,CCC(C)CN1CCN(CC(C)CC)C(C1)C2=NCCN2,,,,,,
CHEMBL18676,4.8,OCC1OC(CS1)N2C=CC(=NC2=O)\\N=C\\N(c3ccc(F)cc3)c4ccc(F)cc4,,,,,,
CHEMBL419187,4.51,CCCC1(CCC)C2CN(CC1CN(C2)C(C)C)C(C)C,,,,,,
CHEMBL1807686,1.36,N[C@@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)O,,,,,,
CHEMBL52406,2.85,CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(=O)O,,,,,,
CHEMBL300797,2.31,COC(=O)[C@@H](N)Cc1ccc(O)cc1,,,,,,
CHEMBL300550,1.27,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1ccccc1,,,,,,
CHEMBL57704,2.78,CC[C@H](C)[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)O,,,,,,
CHEMBL55044,2.07,CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)O,,,,,,
CHEMBL439979,3.95,CC(C)CC(C\\C=C\\1/CC(CO)(CNC(=O)C(C)(C)C)OC1=O)CC(C)C,,,,,,
CHEMBL167090,4.97,OC1=CCCC2=C1C(=O)c3c(O)cccc3C2C(=O)CC4CCCCC4,,,,,,
CHEMBL140245,1.69,CCc1cccc2nc(N)nc(N)c12,,,,,,
CHEMBL344047,2.27,CCSc1cccc2nc(N)nc(N)c12,,,,,,
CHEMBL46396,4.72,Fc1cccc(CN2CCC(COc3c(F)c(F)c(F)c(F)c3F)CC2)c1,,,,,,
CHEMBL54648,4.21,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)O,,,,,,
